bar_index,sequence_id,n_legs,trend,shape,efficiency_ratio,atr_at_event,volatility_regime,session,close_price,high_price,low_price,label_outcome,label_pnl_atr,label_bars_to_outcome,label_win,regime_viterbi,regime_smoothed_prob,regime_prob_BREAKOUT,regime_prob_PULLBACK,regime_prob_CHOPZONE,regime_prob_COMPRESSION
333,S24_3,3,ascending,converging,1.0952,5.78763,low,other,3134.83,3139.25,3131.15,LOSS,-0.5,2,0,PULLBACK,0.5148753943444921,0.485124603784222,0.5148753943444921,1.8456524703521494e-09,2.5633221802574423e-11
335,S25_3,3,ascending,converging,0.3698,5.73684,low,other,3140.65,3143.39,3139.95,LOSS,-0.5,3,0,PULLBACK,0.9979330518321925,7.106433601984843e-08,0.9979330518321925,0.002066822934253165,5.4169218332595464e-08
335,S25_3,3,ascending,converging,0.3698,5.73684,low,other,3140.65,3143.39,3139.95,LOSS,-0.5,3,0,PULLBACK,0.9999701782951812,3.6146964898613066e-08,0.9999701782951812,2.97797652060582e-05,5.792647869692715e-09
335,S25_3,3,ascending,converging,0.3698,5.73684,low,other,3140.65,3143.39,3139.95,LOSS,-0.5,3,0,PULLBACK,0.9999888729642815,5.562634139022208e-06,0.9999888729642815,2.087385603093718e-06,3.4770159763428487e-06
335,S25_3,3,ascending,converging,0.3698,5.73684,low,other,3140.65,3143.39,3139.95,LOSS,-0.5,3,0,PULLBACK,0.999988874470925,5.5627761521404925e-06,0.999988874470925,2.0860903976438323e-06,3.4766625252111886e-06
335,S25_3,3,ascending,converging,0.3698,5.73684,low,other,3140.65,3143.39,3139.95,LOSS,-0.5,3,0,PULLBACK,0.999988871384508,5.565559060655563e-06,0.999988871384508,2.0863065226865642e-06,3.476749908748435e-06
335,S25_3,3,ascending,converging,0.3698,5.73684,low,other,3140.65,3143.39,3139.95,LOSS,-0.5,3,0,PULLBACK,0.999933586747877,5.80866463562126e-05,0.999933586747877,4.159179417268955e-06,4.167426349484259e-06
348,S26_3,3,descending,diverging,2.365,5.75416,low,london,3107.53,3108.83,3105.68,LOSS,-0.5,2,0,BREAKOUT,0.9940196216988046,0.9940196216988046,0.005980376755021093,7.723214427900269e-10,7.738528224203056e-10
348,S26_3,3,descending,diverging,2.365,5.75416,low,london,3107.53,3108.83,3105.68,LOSS,-0.5,2,0,BREAKOUT,0.9993949677022699,0.9993949677022699,0.0006050320677277401,1.1488627192308527e-10,1.1511599035862847e-10
348,S26_3,3,descending,diverging,2.365,5.75416,low,london,3107.53,3108.83,3105.68,WIN,3.0,3,1,BREAKOUT,0.9994240368209937,0.9994240368209937,0.0005759629561212972,1.1133117169834041e-10,1.1155384420896698e-10
348,S26_3,3,descending,diverging,2.365,5.75416,low,london,3107.53,3108.83,3105.68,WIN,3.0,3,1,BREAKOUT,0.9994240368154382,0.9994240368154382,0.0005759629616767147,1.1132557299046543e-10,1.115594442737982e-10
348,S26_3,3,descending,diverging,2.365,5.75416,low,london,3107.53,3108.83,3105.68,WIN,3.0,3,1,BREAKOUT,0.9993949666694287,0.9993949666694287,0.0006050331005688554,1.1384538238768633e-10,1.1615713217344238e-10
348,S26_3,3,descending,diverging,2.365,5.75416,low,london,3107.53,3108.83,3105.68,WIN,3.0,3,1,BREAKOUT,0.994019430715456,0.994019430715456,0.0059805677383714395,5.79818990296837e-10,9.663536277339965e-10
353,S27_3,3,descending,diverging,0.1828,5.71243,low,other,3123.23,3126.35,3121.23,LOSS,-0.5,7,0,PULLBACK,0.9999719450481169,2.4537547502079622e-05,0.9999719450481169,1.3190407292972563e-06,2.1983636516544744e-06
353,S27_3,3,descending,diverging,0.1828,5.71243,low,other,3123.23,3126.35,3121.23,LOSS,-0.5,7,0,PULLBACK,0.9999931653755337,3.417640133802275e-06,0.9999931653755337,1.2813929354003872e-06,2.1355913970327827e-06
353,S27_3,3,descending,diverging,0.1828,5.71243,low,other,3123.23,3126.35,3121.23,LOSS,-0.5,7,0,PULLBACK,0.9999923275653242,3.836222784677142e-06,0.9999923275653242,1.4386072888640476e-06,2.3976046022733296e-06
353,S27_3,3,descending,diverging,0.1828,5.71243,low,other,3123.23,3126.35,3121.23,LOSS,-0.5,0,0,PULLBACK,0.9999917188041503,4.140604521922984e-06,0.9999917188041503,1.5527555359193185e-06,2.5878357919299837e-06
353,S27_3,3,descending,diverging,0.1828,5.71243,low,other,3123.23,3126.35,3121.23,LOSS,-0.5,0,0,PULLBACK,0.9999906759881837,4.662014277414545e-06,0.9999906759881837,1.7482923383875646e-06,2.9137052005652094e-06
353,S27_3,3,descending,diverging,0.1828,5.71243,low,other,3123.23,3126.35,3121.23,LOSS,-0.5,0,0,PULLBACK,0.999989130262947,5.434873493852346e-06,0.999989130262947,2.0380930048938087e-06,3.396770554319015e-06
359,S28_3,3,descending,converging,0.3865,5.82913,low,other,3113.67,3116.09,3110.92,WIN,3.0,7,1,PULLBACK,0.9999995741011825,2.1294963336297871e-07,0.9999995741011825,7.985680556349287e-08,1.3309237851822914e-07
359,S28_3,3,descending,converging,0.3865,5.82913,low,other,3113.67,3116.09,3110.92,LOSS,-0.5,1,0,PULLBACK,0.9999996169570597,1.9152149897972001e-07,0.9999996169570597,7.182060321066692e-08,1.1970083802089979e-07
359,S28_3,3,descending,converging,0.3865,5.82913,low,other,3113.67,3116.09,3110.92,LOSS,-0.5,1,0,PULLBACK,0.9999996838536581,1.6728678870998533e-07,0.9999996838536581,5.582239113400363e-08,9.303716199500983e-08
359,S28_3,3,descending,converging,0.3865,5.82913,low,other,3113.67,3116.09,3110.92,LOSS,-0.5,1,0,PULLBACK,0.9999997242061446,1.433945358962598e-07,0.9999997242061446,6.787610798070001e-08,6.452321157904555e-08
359,S28_3,3,descending,converging,0.3865,5.82913,low,other,3113.67,3116.09,3110.92,WIN,3.0,7,1,PULLBACK,0.9999996801716987,1.2237364265860756e-07,0.9999996801716987,1.5255122129985248e-07,4.4903437325785434e-08
359,S28_3,3,descending,converging,0.3865,5.82913,low,other,3113.67,3116.09,3110.92,WIN,3.0,7,1,PULLBACK,0.9999994441322813,1.2500442937073983e-07,0.9999994441322813,4.010253015610171e-07,2.983798784843586e-08
378,S29_3,3,ascending,diverging,1.3122,7.16842,high,other,3181.08,3183.51,3179.6,LOSS,-0.5,1,0,PULLBACK,0.9753728021595959,0.024627197675528227,0.9753728021595959,6.809402489935648e-11,9.678187910854533e-11
378,S29_3,3,ascending,diverging,1.3122,7.16842,high,other,3181.08,3183.51,3179.6,LOSS,-0.5,1,0,PULLBACK,0.9831204134810652,0.016879585453044542,0.9831204134810652,1.0370602806772826e-09,2.883009081712934e-11
378,S29_3,3,ascending,diverging,1.3122,7.16842,high,other,3181.08,3183.51,3179.6,LOSS,-0.5,1,0,PULLBACK,0.990805671061314,0.009194315197806472,0.990805671061314,1.3731255383079227e-08,9.624172434640558e-12
378,S29_3,3,ascending,diverging,1.3122,7.16842,high,other,3181.08,3183.51,3179.6,LOSS,-0.5,1,0,PULLBACK,0.9950057429037447,0.004994107107295195,0.9950057429037447,1.499821765897119e-07,6.783581376922774e-12
378,S29_3,3,ascending,diverging,1.3122,7.16842,high,other,3181.08,3183.51,3179.6,LOSS,-0.5,1,0,PULLBACK,0.9971593007850099,0.002839444834517066,0.9971593007850099,1.2539259940317337e-06,4.544789608988385e-10
378,S29_3,3,ascending,diverging,1.3122,7.16842,high,other,3181.08,3183.51,3179.6,LOSS,-0.5,1,0,PULLBACK,0.9982611681600043,0.0017167042228779434,0.9982611681600043,2.210387763243815e-05,2.3739485220380093e-08
384,S30_3,3,ascending,diverging,0.3736,7.16919,high,other,3147.19,3147.46,3144.38,WIN,3.0,3,1,PULLBACK,0.925735283358295,7.832048493581064e-09,0.925735283358295,0.07426240279916203,2.3060104944168535e-06
384,S30_3,3,ascending,diverging,0.3736,7.16919,high,other,3147.19,3147.46,3144.38,WIN,3.0,3,1,PULLBACK,0.60185935318242,3.470887630443937e-09,0.60185935318242,0.3981029988172904,3.764452940203303e-05
384,S30_3,3,ascending,diverging,0.3736,7.16919,high,other,3147.19,3147.46,3144.38,WIN,3.0,3,1,CHOPZONE,0.7515994249021647,1.4555081333954993e-08,0.24754916489331813,0.7515994249021647,0.0008513956494358458
384,S30_3,3,ascending,diverging,0.3736,7.16919,high,other,3147.19,3147.46,3144.38,WIN,3.0,3,1,CHOPZONE,0.9545522684749302,1.6960532109518787e-09,0.04314588676652345,0.9545522684749302,0.0023018430624930676
384,S30_3,3,ascending,diverging,0.3736,7.16919,high,other,3147.19,3147.46,3144.38,WIN,3.0,3,1,CHOPZONE,0.9904043898454451,1.7857750688793963e-10,0.0054829892008134914,0.9904043898454451,0.004112620775163909
384,S30_3,3,ascending,diverging,0.3736,7.16919,high,other,3147.19,3147.46,3144.38,WIN,3.0,3,1,CHOPZONE,0.9901649368185693,4.589978579073738e-11,0.0019775073950763773,0.9901649368185693,0.007857555740454533
399,S31_3,3,ascending,converging,0.3343,7.52553,high,london,3179.27,3179.47,3177.76,LOSS,-0.5,16,0,CHOPZONE,0.9803169591232155,6.964638926547226e-10,0.01942899649120377,0.9803169591232155,0.0002540436891168592
399,S31_3,3,ascending,converging,0.3343,7.52553,high,london,3179.27,3179.47,3177.76,LOSS,-0.5,1,0,CHOPZONE,0.9928345146015011,1.1342483395959504e-10,0.006271457034805025,0.9928345146015011,0.0008940282502690301
399,S31_3,3,ascending,converging,0.3343,7.52553,high,london,3179.27,3179.47,3177.76,LOSS,-0.5,1,0,CHOPZONE,0.9993309329961954,4.3281213799437563e-11,0.0005040813871153836,0.9993309329961954,0.0001649855734080161
399,S31_3,3,ascending,converging,0.3343,7.52553,high,london,3179.27,3179.47,3177.76,LOSS,-0.5,1,0,CHOPZONE,0.9994751527596508,3.130026344490342e-11,0.0002230900312932155,0.9994751527596508,0.00030175717775570614
399,S31_3,3,ascending,converging,0.3343,7.52553,high,london,3179.27,3179.47,3177.76,LOSS,-0.5,1,0,CHOPZONE,0.9994079450994776,3.469646407733467e-11,0.0001382624932837577,0.9994079450994776,0.00045379237254215295
399,S31_3,3,ascending,converging,0.3343,7.52553,high,london,3179.27,3179.47,3177.76,LOSS,-0.5,1,0,CHOPZONE,0.9993303096951962,5.459416111511918e-11,0.00010620132483540705,0.9993303096951962,0.0005634889253743215
412,S32_3,3,descending,converging,0.4104,6.84601,high,other,3154.94,3157.11,3151.78,LOSS,-0.5,46,0,CHOPZONE,0.9977577924373857,2.486806693933791e-10,0.00023693772471697079,0.9977577924373857,0.0020052695892166152
412,S32_3,3,descending,converging,0.4104,6.84601,high,other,3154.94,3157.11,3151.78,LOSS,-0.5,3,0,CHOPZONE,0.997730273545528,2.4978492243158797e-10,0.00023899781595951574,0.997730273545528,0.0020307283887275843
412,S32_3,3,descending,converging,0.4104,6.84601,high,other,3154.94,3157.11,3151.78,LOSS,-0.5,46,0,CHOPZONE,0.99760240676759,2.0045958229316886e-10,0.00022596500791170486,0.99760240676759,0.0021716280240386475
412,S32_3,3,descending,converging,0.4104,6.84601,high,other,3154.94,3157.11,3151.78,LOSS,-0.5,46,0,CHOPZONE,0.9974485684195329,1.580235357425739e-10,0.0002132912932974018,0.9974485684195329,0.0023381401291461272
412,S32_3,3,descending,converging,0.4104,6.84601,high,other,3154.94,3157.11,3151.78,LOSS,-0.5,46,0,CHOPZONE,0.997019200747005,1.306389140700422e-10,0.00021883685781032552,0.997019200747005,0.0027619622645457488
412,S32_3,3,descending,converging,0.4104,6.84601,high,other,3154.94,3157.11,3151.78,LOSS,-0.5,46,0,CHOPZONE,0.9830750024943533,9.58553102569348e-10,0.0028212651856486855,0.9830750024943533,0.014103731361444981
428,S33_3,3,ascending,diverging,0.9333,7.06948,high,other,3230.97,3231.1,3230.64,LOSS,-0.5,1,0,PULLBACK,0.5932694144806995,0.00011546205582630339,0.5932694144806995,0.15427449208447902,0.25234063137899515
428,S33_3,3,ascending,diverging,0.9333,7.06948,high,other,3230.97,3231.1,3230.64,LOSS,-0.5,1,0,PULLBACK,0.8331132989147629,0.00012180553093184333,0.8331132989147629,0.030184856040349296,0.1365800395139558
428,S33_3,3,ascending,diverging,0.9333,7.06948,high,other,3230.97,3231.1,3230.64,LOSS,-0.5,1,0,PULLBACK,0.9828199945709518,0.017179666835610233,0.9828199945709518,3.317940854138612e-07,6.799352528432541e-09
428,S33_3,3,ascending,diverging,0.9333,7.06948,high,other,3230.97,3231.1,3230.64,LOSS,-0.5,1,0,PULLBACK,0.9779416114412587,0.022058246034100084,0.9779416114412587,1.4033235162061566e-07,2.192289641225771e-09
428,S33_3,3,ascending,diverging,0.9333,7.06948,high,other,3230.97,3231.1,3230.64,LOSS,-0.5,1,0,PULLBACK,0.9738843343302743,0.026115537287130387,0.9738843343302743,1.2662421836305352e-07,1.7583769249469398e-09
428,S33_3,3,ascending,diverging,0.9333,7.06948,high,other,3230.97,3231.1,3230.64,LOSS,-0.5,1,0,PULLBACK,0.9764249538666837,0.023574922536696755,0.9764249538666837,1.219130354732894e-07,1.6835840982282519e-09
431,S34_3,3,ascending,diverging,0.2239,8.1341,high,other,3199.9,3200.19,3197.08,LOSS,-0.5,11,0,PULLBACK,0.9999875642044319,6.807950955328077e-06,0.9999875642044319,2.1104599908742366e-06,3.517384621946071e-06
431,S34_3,3,ascending,diverging,0.2239,8.1341,high,other,3199.9,3200.19,3197.08,LOSS,-0.5,11,0,PULLBACK,0.9999953253988082,2.3373160918450882e-06,0.9999953253988082,8.764950290410618e-07,1.4607900708906181e-06
431,S34_3,3,ascending,diverging,0.2239,8.1341,high,other,3199.9,3200.19,3197.08,LOSS,-0.5,11,0,PULLBACK,0.9999971753021629,1.4123423250147067e-06,0.9999971753021629,5.296434794866887e-07,8.827120325837678e-07
431,S34_3,3,ascending,diverging,0.2239,8.1341,high,other,3199.9,3200.19,3197.08,LOSS,-0.5,11,0,PULLBACK,0.9999972325500208,8.8160391092391e-07,0.9999972325500208,1.3348389560843784e-06,5.510071122440114e-07
431,S34_3,3,ascending,diverging,0.2239,8.1341,high,other,3199.9,3200.19,3197.08,LOSS,-0.5,11,0,PULLBACK,0.9999952673525249,5.680384569018855e-07,0.9999952673525249,3.8095718211478895e-06,3.5503719703402826e-07
431,S34_3,3,ascending,diverging,0.2239,8.1341,high,other,3199.9,3200.19,3197.08,LOSS,-0.5,11,0,PULLBACK,0.999988570508718,3.778243814304851e-07,0.999988570508718,1.0814217401434779e-05,2.374494991130402e-07
436,S35_3,3,ascending,converging,0.3458,7.92363,high,other,3224.98,3225.41,3223.08,WIN,3.0,7,1,PULLBACK,0.9983221989485493,1.5953696345894697e-07,0.9983221989485493,0.0016772985666962542,3.4294779090415273e-07
436,S35_3,3,ascending,converging,0.3458,7.92363,high,other,3224.98,3225.41,3223.08,LOSS,-0.5,1,0,PULLBACK,0.9956271688275325,1.4065941820134174e-07,0.9956271688275325,0.004371732041706044,9.584713431390889e-07
436,S35_3,3,ascending,converging,0.3458,7.92363,high,other,3224.98,3225.41,3223.08,LOSS,-0.5,1,0,PULLBACK,0.966268473715999,9.906886486735819e-08,0.966268473715999,0.03371828055516083,1.3146659975356838e-05
436,S35_3,3,ascending,converging,0.3458,7.92363,high,other,3224.98,3225.41,3223.08,LOSS,-0.5,1,0,PULLBACK,0.842768638958069,6.338902341002388e-08,0.842768638958069,0.15710576730904505,0.00012553034386259343
436,S35_3,3,ascending,converging,0.3458,7.92363,high,other,3224.98,3225.41,3223.08,LOSS,-0.5,1,0,PULLBACK,0.6542189214357909,3.2122645829954796e-08,0.6542189214357909,0.3450242115817061,0.0007568348598571688
436,S35_3,3,ascending,converging,0.3458,7.92363,high,other,3224.98,3225.41,3223.08,LOSS,-0.5,1,0,PULLBACK,0.6122243267761034,2.0212843647410234e-08,0.6122243267761034,0.38382711588343443,0.003948537127618578
459,S36_3,3,descending,diverging,0.9706,6.53929,high,other,3158.71,3163.89,3157.37,TIMEOUT,0.0,50,0,PULLBACK,0.9969018241681037,0.0030968828412452428,0.9969018241681037,9.7485836814737e-07,3.1813228296951457e-07
459,S36_3,3,descending,diverging,0.9706,6.53929,high,other,3158.71,3163.89,3157.37,TIMEOUT,0.0,50,0,PULLBACK,0.9975554391017438,0.0024443628876127128,0.9975554391017438,1.0437448492607102e-07,9.363615852123938e-08
459,S36_3,3,descending,diverging,0.9706,6.53929,high,other,3158.71,3163.89,3157.37,TIMEOUT,0.0,50,0,PULLBACK,0.9973102583988313,0.0026895551686079455,0.9973102583988313,1.1295769957082378e-07,7.347486126657961e-08
459,S36_3,3,descending,diverging,0.9706,6.53929,high,other,3158.71,3163.89,3157.37,TIMEOUT,0.0,50,0,PULLBACK,0.9970122957700175,0.0029875248051881107,0.9970122957700175,1.215220630014449e-07,5.7902731383543714e-08
459,S36_3,3,descending,diverging,0.9706,6.53929,high,other,3158.71,3163.89,3157.37,TIMEOUT,0.0,50,0,PULLBACK,0.9966312744482078,0.003368549648051108,0.9966312744482078,1.3007859249524977e-07,4.582514863838517e-08
459,S36_3,3,descending,diverging,0.9706,6.53929,high,other,3158.71,3163.89,3157.37,TIMEOUT,0.0,50,0,PULLBACK,0.9946715129377092,0.005325055184153143,0.9946715129377092,3.256893217583071e-06,1.749849201121682e-07
467,S37_3,3,descending,diverging,0.2767,5.61379,low,london,3177.42,3179.37,3173.92,TIMEOUT,0.0,50,0,CHOPZONE,0.987926440127557,3.6992629214301064e-09,0.00537682802875184,0.987926440127557,0.006696728144428238
467,S37_3,3,descending,diverging,0.2767,5.61379,low,london,3177.42,3179.37,3173.92,TIMEOUT,0.0,50,0,CHOPZONE,0.997621439655343,1.8051899956315054e-10,0.00022532645560459296,0.997621439655343,0.002153233708533386
467,S37_3,3,descending,diverging,0.2767,5.61379,low,london,3177.42,3179.37,3173.92,TIMEOUT,0.0,50,0,CHOPZONE,0.9972002907491117,6.639917183719055e-11,0.00016241929699035244,0.9972002907491117,0.002637289887498757
467,S37_3,3,descending,diverging,0.2767,5.61379,low,london,3177.42,3179.37,3173.92,TIMEOUT,0.0,50,0,CHOPZONE,0.9966487203193062,2.7703350455580505e-11,0.00014151712615660832,0.9966487203193062,0.0032097625268339416
467,S37_3,3,descending,diverging,0.2767,5.61379,low,london,3177.42,3179.37,3173.92,TIMEOUT,0.0,50,0,CHOPZONE,0.9958945737373313,1.4034988100855912e-11,0.0001475973007769761,0.9958945737373313,0.003957828947856847
467,S37_3,3,descending,diverging,0.2767,5.61379,low,london,3177.42,3179.37,3173.92,TIMEOUT,0.0,50,0,CHOPZONE,0.9803644848791122,1.0350025400758783e-10,0.0030950179190902248,0.9803644848791122,0.01654049709829738
472,S38_3,3,descending,converging,0.3989,6.68067,high,other,3146.13,3147.02,3143.95,TIMEOUT,0.0,50,0,PULLBACK,0.9484117557381346,1.5139057677149287e-06,0.9484117557381346,0.05156624186674711,2.0488489350561264e-05
472,S38_3,3,descending,converging,0.3989,6.68067,high,other,3146.13,3147.02,3143.95,TIMEOUT,0.0,50,0,PULLBACK,0.9984853222562128,1.2004785990250162e-06,0.9984853222562128,0.0015130419231196054,4.353420685877831e-07
472,S38_3,3,descending,converging,0.3989,6.68067,high,other,3146.13,3147.02,3143.95,TIMEOUT,0.0,50,0,PULLBACK,0.9999546467187954,4.6671194447963695e-07,0.9999546467187954,4.488623765312936e-05,3.316071190713428e-10
472,S38_3,3,descending,converging,0.3989,6.68067,high,other,3146.13,3147.02,3143.95,TIMEOUT,0.0,50,0,PULLBACK,0.9999888143410413,6.524693858497046e-07,0.9999888143410413,1.0532638504806868e-05,5.51068087395181e-10
472,S38_3,3,descending,converging,0.3989,6.68067,high,other,3146.13,3147.02,3143.95,TIMEOUT,0.0,50,0,PULLBACK,0.9999976862063381,1.0450888470416074e-06,0.9999976862063381,1.2674216897637499e-06,1.283125145278599e-09
472,S38_3,3,descending,converging,0.3989,6.68067,high,other,3146.13,3147.02,3143.95,TIMEOUT,0.0,50,0,PULLBACK,0.9999975214637604,2.3564013085977817e-06,0.9999975214637604,1.1851446926299635e-07,3.6204616953461667e-09
480,S39_3,3,ascending,diverging,0.6458,7.62166,high,other,3197.65,3198.98,3196.52,TIMEOUT,0.0,50,0,PULLBACK,0.9610306767419019,0.03896932310700354,0.9610306767419019,5.768614743782921e-11,9.340831912244586e-11
480,S39_3,3,ascending,diverging,0.6458,7.62166,high,other,3197.65,3198.98,3196.52,TIMEOUT,0.0,50,0,PULLBACK,0.9533929121160333,0.046607087732481595,0.9533929121160333,5.7616842884612334e-11,9.386836860291456e-11
480,S39_3,3,ascending,diverging,0.6458,7.62166,high,other,3197.65,3198.98,3196.52,TIMEOUT,0.0,50,0,PULLBACK,0.9613177919639564,0.03868220782340971,0.9613177919639564,1.5511435127699979e-10,5.75195930079892e-11
480,S39_3,3,ascending,diverging,0.6458,7.62166,high,other,3197.65,3198.98,3196.52,TIMEOUT,0.0,50,0,PULLBACK,0.9703382345319137,0.02966176499196186,0.9703382345319137,4.399345658004289e-10,3.6189820994985334e-11
480,S39_3,3,ascending,diverging,0.6458,7.62166,high,other,3197.65,3198.98,3196.52,TIMEOUT,0.0,50,0,PULLBACK,0.9775784456596396,0.022421553127456296,0.9775784456596396,1.1895044475953016e-09,2.339969683836431e-11
480,S39_3,3,ascending,diverging,0.6458,7.62166,high,other,3197.65,3198.98,3196.52,TIMEOUT,0.0,50,0,PULLBACK,0.984200404703173,0.015799592227438063,0.984200404703173,3.053846178575387e-09,1.5542843280372967e-11
487,S40_3,3,descending,converging,0.2196,7.86009,high,other,3160.04,3161.25,3158.85,TIMEOUT,0.0,50,0,PULLBACK,0.9999941807317265,3.101354084675424e-06,0.9999941807317265,1.0192228845395944e-06,1.698691304270447e-06
487,S40_3,3,descending,converging,0.2196,7.86009,high,other,3160.04,3161.25,3158.85,TIMEOUT,0.0,50,0,PULLBACK,0.99999684213149,1.5789208520824134e-06,0.99999684213149,5.921243684493338e-07,9.86823289505385e-07
487,S40_3,3,descending,converging,0.2196,7.86009,high,other,3160.04,3161.25,3158.85,TIMEOUT,0.0,50,0,PULLBACK,0.9999965383126567,6.970663045190176e-07,0.9999965383126567,2.328934967475532e-06,4.3568607130785e-07
487,S40_3,3,descending,converging,0.2196,7.86009,high,other,3160.04,3161.25,3158.85,TIMEOUT,0.0,50,0,PULLBACK,0.9999847438352654,3.2930597097915396e-07,0.9999847438352654,1.4720977590785396e-05,2.0588117286600773e-07
487,S40_3,3,descending,converging,0.2196,7.86009,high,other,3160.04,3161.25,3158.85,TIMEOUT,0.0,50,0,PULLBACK,0.9999060994133476,1.636107796404446e-07,0.9999060994133476,9.363452727784608e-05,1.0244859488731522e-07
487,S40_3,3,descending,converging,0.2196,7.86009,high,other,3160.04,3161.25,3158.85,TIMEOUT,0.0,50,0,PULLBACK,0.9994474219099834,8.795440503616417e-08,0.9994474219099834,0.0005524348387374162,5.52968742192825e-08
59,S0_4,4,descending,converging,0.3245,6.02187,low,london,2962.56,2964.79,2959.04,LOSS,-0.5,5,0,PULLBACK,0.99939958221037,9.863673255798584e-07,0.99939958221037,1.6586940694061638e-07,0.0005992655528974428
59,S0_4,4,descending,converging,0.3245,6.02187,low,london,2962.56,2964.79,2959.04,LOSS,-0.5,5,0,PULLBACK,0.999637482529782,6.668712512690113e-07,0.999637482529782,1.3092098084446844e-07,0.0003617196779859545
59,S0_4,4,descending,converging,0.3245,6.02187,low,london,2962.56,2964.79,2959.04,LOSS,-0.5,5,0,PULLBACK,0.9996639679741377,4.665656001520773e-06,0.9996639679741377,2.0492663819597614e-07,0.00033116144322249994
63,S1_4,4,descending,diverging,0.6431,5.97709,low,london,2946.21,2947.1,2944.86,LOSS,-0.5,1,0,BREAKOUT,0.7351953208292091,0.7351953208292091,0.2648033771026644,6.184366626166014e-07,6.836314639287934e-07
63,S1_4,4,descending,diverging,0.6431,5.97709,low,london,2946.21,2947.1,2944.86,LOSS,-0.5,1,0,BREAKOUT,0.9039502604343873,0.9039502604343873,0.0960493391092546,1.863655313183518e-07,2.1409082668820962e-07
63,S1_4,4,descending,diverging,0.6431,5.97709,low,london,2946.21,2947.1,2944.86,LOSS,-0.5,1,0,BREAKOUT,0.9180538641860263,0.9180538641860263,0.08194586758847794,1.1454170559283083e-07,1.536837901649421e-07
63,S1_4,4,descending,diverging,0.6431,5.97709,low,london,2946.21,2947.1,2944.86,LOSS,-0.5,1,0,BREAKOUT,0.7912419756773503,0.7912419756773503,0.20875753314589846,1.8418158724690977e-07,3.0699516397627764e-07
73,S2_4,4,ascending,diverging,0.0373,6.40753,low,other,2986.22,2989.08,2985.33,LOSS,-0.5,5,0,PULLBACK,0.9999328268973351,3.162404523256981e-05,0.9999328268973351,1.9434939927993098e-06,3.3605563439495324e-05
73,S2_4,4,ascending,diverging,0.0373,6.40753,low,other,2986.22,2989.08,2985.33,LOSS,-0.5,5,0,PULLBACK,0.9999760249701022,2.8399512959912695e-06,0.9999760249701022,1.0649284188583183e-06,2.0070150182859766e-05
73,S2_4,4,ascending,diverging,0.0373,6.40753,low,other,2986.22,2989.08,2985.33,LOSS,-0.5,5,0,PULLBACK,0.9999811942583576,2.20861437292125e-06,0.9999811942583576,8.283268550463668e-07,1.576880041443302e-05
73,S2_4,4,ascending,diverging,0.0373,6.40753,low,other,2986.22,2989.08,2985.33,LOSS,-0.5,5,0,PULLBACK,0.999987444532289,1.620688933418545e-06,0.999987444532289,6.078089119226643e-07,1.0326969865643459e-05
73,S2_4,4,ascending,diverging,0.0373,6.40753,low,other,2986.22,2989.08,2985.33,LOSS,-0.5,1,0,PULLBACK,0.9999917385969956,1.3626695615450076e-06,0.9999917385969956,4.794176152199632e-07,6.4193158276103055e-06
79,S3_4,4,ascending,diverging,0.3188,6.64234,high,other,2964.77,2968.54,2963.47,LOSS,-0.5,15,0,PULLBACK,0.992181000984665,0.0078168870473687,0.992181000984665,7.709050404530399e-10,2.1111970613187254e-06
79,S3_4,4,ascending,diverging,0.3188,6.64234,high,other,2964.77,2968.54,2963.47,LOSS,-0.5,1,0,PULLBACK,0.9896206178489517,0.010378322585938026,0.9896206178489517,5.427546518539563e-10,1.059022355708123e-06
79,S3_4,4,ascending,diverging,0.3188,6.64234,high,other,2964.77,2968.54,2963.47,LOSS,-0.5,15,0,PULLBACK,0.9849442308152713,0.015055370641351144,0.9849442308152713,3.24535999995746e-10,3.982188416760817e-07
79,S3_4,4,ascending,diverging,0.3188,6.64234,high,other,2964.77,2968.54,2963.47,LOSS,-0.5,1,0,PULLBACK,0.9736985572817737,0.026301375193149137,0.9736985572817737,1.324532163513257e-10,6.739262395188908e-08
79,S3_4,4,ascending,diverging,0.3188,6.64234,high,other,2964.77,2968.54,2963.47,LOSS,-0.5,1,0,PULLBACK,0.948530417860851,0.05146957825350659,0.948530417860851,3.0839515291439645e-11,3.854802811145752e-09
79,S3_4,4,ascending,diverging,0.3188,6.64234,high,other,2964.77,2968.54,2963.47,LOSS,-0.5,1,0,PULLBACK,0.9239690485090808,0.07603095138295309,0.9239690485090808,1.3498923785482551e-11,9.446720116012835e-11
82,S4_4,4,ascending,converging,0.2507,6.75174,high,london,2975.25,2978.42,2973.48,LOSS,-0.5,6,0,PULLBACK,0.9763215651307743,0.023678434405927887,0.9763215651307743,1.7592228306927015e-10,2.873756109787984e-10
82,S4_4,4,ascending,converging,0.2507,6.75174,high,london,2975.25,2978.42,2973.48,LOSS,-0.5,1,0,PULLBACK,0.970022844043412,0.02997715427122139,0.970022844043412,6.321270264262486e-10,1.0532395661334192e-09
82,S4_4,4,ascending,converging,0.2507,6.75174,high,london,2975.25,2978.42,2973.48,LOSS,-0.5,1,0,PULLBACK,0.9995346735916545,0.0004653225238696355,0.9995346735916545,3.6715277878896823e-09,2.1294806157123698e-10
