bar_index,sequence_id,n_legs,trend,shape,efficiency_ratio,atr_at_event,volatility_regime,session,close_price,high_price,low_price,label_outcome,label_pnl_atr,label_bars_to_outcome,label_win,regime_viterbi,regime_smoothed_prob,regime_prob_BREAKOUT,regime_prob_PULLBACK,regime_prob_CHOPZONE,regime_prob_COMPRESSION,trend_numeric,shape_numeric,regime,pred_p05,pred_p25,pred_p50,pred_p75,pred_p90
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9943217098207222,5.7231098084301e-11,0.0002586352636686,0.9943217098207222,0.005419654858378,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.3399999999999992
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.3399999999999992
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.99656410960332,1.5601352113516723e-10,0.0002701478752958,0.99656410960332,0.0031657423653707,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.3399999999999992
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.3399999999999992
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966194891415332,1.5536347478008175e-10,0.0002679162521899,0.9966194891415332,0.0031125944509132,1,0,COMPRESSION,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.3399999999999992
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.3399999999999992
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,PULLBACK,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
235,S18_2,2,descending,converging,0.3046,6.81201,high,other,3078.23,3079.08,3076.54,LOSS,-0.5,9,0,CHOPZONE,0.9966224948480032,1.5530843996415207e-10,0.0002677820429817,0.9966224948480032,0.0031097229537065,1,0,CHOPZONE,-0.5,-0.5,-0.5,-0.5,-0.5
