bar_index,entry_regime,pnl_pct,r_multiple,exit_reason
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,BREAKOUT,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
125,PULLBACK,-0.00123033542892986,-1.0,LOSS
