timestamp,open,high,low,close,volume
2025-12-09 13:37:00+00:00,25678.487,25681.149,25675.66,25680.569,0
2025-12-09 13:38:00+00:00,25680.633,25684.179,25678.124,25678.479,0
2025-12-09 13:39:00+00:00,25678.102,25678.527,25672.035,25678.527,0
2025-12-09 13:40:00+00:00,25678.352,25681.219,25676.656,25679.09,0
2025-12-09 13:41:00+00:00,25679.048,25681.254,25672.899,25672.899,0
2025-12-09 13:42:00+00:00,25672.219,25677.409,25670.458,25676.909,0
2025-12-09 13:43:00+00:00,25677.174,25678.219,25668.225,25672.681,0
2025-12-09 13:44:00+00:00,25673.051,25673.954,25667.871,25669.041,0
2025-12-09 13:45:00+00:00,25669.574,25669.91,25656.334,25657.476,0
2025-12-09 13:46:00+00:00,25656.943,25662.911,25656.441,25658.245,0
2025-12-09 13:47:00+00:00,25658.767,25664.358,25657.69,25659.717,0
2025-12-09 13:48:00+00:00,25660.347,25676.657,25660.347,25676.483,0
2025-12-09 13:49:00+00:00,25677.527,25682.913,25676.723,25680.046,0
2025-12-09 13:50:00+00:00,25679.687,25682.102,25675.49,25680.053,0
2025-12-09 13:51:00+00:00,25679.749,25685.689,25677.553,25682.631,0
2025-12-09 13:52:00+00:00,25682.828,25689.012,25680.405,25689.012,0
2025-12-09 13:53:00+00:00,25689.534,25698.913,25687.428,25697.219,0
2025-12-09 13:54:00+00:00,25697.044,25700.181,25694.381,25695.953,0
2025-12-09 13:55:00+00:00,25695.867,25696.809,25687.869,25692.043,0
2025-12-09 13:56:00+00:00,25692.228,25699.219,25690.14,25698.517,0
2025-12-09 13:57:00+00:00,25698.571,25698.701,25694.967,25695.184,0
2025-12-09 13:58:00+00:00,25695.412,25696.289,25689.685,25691.511,0
2025-12-09 13:59:00+00:00,25691.152,25692.255,25685.842,25685.842,0
2025-12-09 14:00:00+00:00,25686.115,25688.569,25682.692,25682.81,0
2025-12-09 14:01:00+00:00,25682.43,25683.887,25677.679,25678.419,0
2025-12-09 14:02:00+00:00,25679.049,25679.95,25673.351,25677.017,0
2025-12-09 14:03:00+00:00,25676.887,25680.824,25671.56,25678.214,0
2025-12-09 14:04:00+00:00,25678.569,25680.319,25674.409,25676.518,0
2025-12-09 14:05:00+00:00,25676.941,25680.637,25674.611,25674.611,0
2025-12-09 14:06:00+00:00,25674.916,25677.009,25670.498,25673.454,0
2025-12-09 14:07:00+00:00,25672.618,25675.194,25666.76,25666.879,0
2025-12-09 14:08:00+00:00,25666.954,25671.916,25663.592,25669.717,0
2025-12-09 14:09:00+00:00,25669.901,25674.499,25667.182,25672.632,0
2025-12-09 14:10:00+00:00,25672.534,25677.541,25664.688,25669.679,0
2025-12-09 14:11:00+00:00,25669.749,25670.489,25666.168,25668.678,0
2025-12-09 14:12:00+00:00,25668.515,25668.999,25664.425,25664.839,0
2025-12-09 14:13:00+00:00,25664.523,25668.185,25662.91,25664.483,0
2025-12-09 14:14:00+00:00,25665.136,25669.918,25664.255,25669.668,0
