timestamp,open,high,low,close,volume
2025-12-10 02:17:00+00:00,4206.515,4206.895,4206.295,4206.875,0
2025-12-10 02:18:00+00:00,4206.925,4208.285,4206.825,4208.285,0
2025-12-10 02:19:00+00:00,4208.435,4208.775,4207.745,4207.935,0
2025-12-10 02:20:00+00:00,4207.955,4208.118,4207.605,4207.605,0
2025-12-10 02:21:00+00:00,4207.648,4207.945,4207.225,4207.905,0
2025-12-10 02:22:00+00:00,4207.855,4207.955,4206.495,4206.555,0
2025-12-10 02:23:00+00:00,4206.595,4206.785,4205.858,4206.195,0
2025-12-10 02:24:00+00:00,4206.215,4206.585,4205.935,4206.245,0
2025-12-10 02:25:00+00:00,4206.275,4206.445,4205.925,4206.155,0
2025-12-10 02:26:00+00:00,4206.195,4206.345,4206.005,4206.085,0
2025-12-10 02:27:00+00:00,4206.115,4206.485,4205.905,4205.935,0
2025-12-10 02:28:00+00:00,4205.955,4206.725,4205.895,4206.605,0
2025-12-10 02:29:00+00:00,4206.585,4207.195,4206.245,4207.195,0
2025-12-10 02:30:00+00:00,4207.195,4207.855,4207.035,4207.755,0
2025-12-10 02:31:00+00:00,4207.785,4208.105,4207.575,4207.965,0
2025-12-10 02:32:00+00:00,4207.935,4208.055,4207.405,4207.945,0
2025-12-10 02:33:00+00:00,4207.895,4208.075,4207.305,4207.375,0
2025-12-10 02:34:00+00:00,4207.355,4207.445,4206.965,4207.265,0
2025-12-10 02:35:00+00:00,4207.305,4207.885,4206.995,4207.395,0
2025-12-10 02:36:00+00:00,4207.375,4207.845,4206.925,4207.515,0
2025-12-10 02:37:00+00:00,4207.495,4207.525,4206.645,4207.035,0
2025-12-10 02:38:00+00:00,4207.055,4207.205,4206.665,4207.095,0
2025-12-10 02:39:00+00:00,4207.115,4207.545,4207.055,4207.305,0
2025-12-10 02:40:00+00:00,4207.395,4207.915,4207.335,4207.725,0
2025-12-10 02:41:00+00:00,4207.785,4208.065,4207.515,4207.545,0
2025-12-10 02:42:00+00:00,4207.595,4207.635,4206.745,4206.765,0
2025-12-10 02:43:00+00:00,4206.715,4206.895,4206.205,4206.855,0
2025-12-10 02:44:00+00:00,4206.805,4206.865,4206.605,4206.765,0
2025-12-10 02:45:00+00:00,4206.725,4206.875,4205.865,4206.615,0
2025-12-10 02:46:00+00:00,4206.595,4206.595,4206.055,4206.115,0
2025-12-10 02:47:00+00:00,4206.155,4206.165,4205.145,4205.235,0
2025-12-10 02:48:00+00:00,4205.265,4205.865,4205.005,4205.745,0
2025-12-10 02:49:00+00:00,4205.755,4206.175,4205.545,4205.795,0
2025-12-10 02:50:00+00:00,4205.885,4205.995,4204.615,4204.625,0
2025-12-10 02:51:00+00:00,4204.565,4205.405,4204.325,4205.025,0
2025-12-10 02:52:00+00:00,4204.975,4205.015,4204.395,4204.675,0
2025-12-10 02:53:00+00:00,4204.715,4205.015,4203.585,4203.625,0
2025-12-10 02:54:00+00:00,4203.605,4204.655,4203.455,4204.235,0
2025-12-10 02:55:00+00:00,4204.195,4204.195,4203.255,4203.625,0
2025-12-10 02:56:00+00:00,4203.815,4204.378,4203.465,4204.315,0
2025-12-10 02:57:00+00:00,4204.345,4204.885,4203.915,4204.675,0
2025-12-10 02:58:00+00:00,4204.645,4204.745,4203.515,4203.865,0
2025-12-10 02:59:00+00:00,4203.835,4203.835,4202.985,4203.145,0
2025-12-10 03:00:00+00:00,4203.115,4203.345,4201.498,4203.125,0
2025-12-10 03:01:00+00:00,4203.125,4204.845,4203.005,4204.755,0
2025-12-10 03:02:00+00:00,4204.755,4205.945,4204.465,4204.725,0
2025-12-10 03:03:00+00:00,4204.725,4205.595,4204.535,4204.835,0
2025-12-10 03:04:00+00:00,4204.795,4205.185,4203.745,4204.575,0
2025-12-10 03:05:00+00:00,4204.445,4205.505,4204.365,4205.145,0
2025-12-10 03:06:00+00:00,4205.165,4205.205,4204.715,4205.025,0
2025-12-10 03:07:00+00:00,4205.065,4205.185,4204.085,4204.235,0
2025-12-10 03:08:00+00:00,4204.185,4204.375,4203.398,4203.398,0
2025-12-10 03:09:00+00:00,4203.398,4203.405,4202.005,4202.345,0
2025-12-10 03:10:00+00:00,4202.325,4202.355,4200.025,4201.665,0
2025-12-10 03:11:00+00:00,4201.615,4203.465,4201.345,4202.515,0
2025-12-10 03:12:00+00:00,4202.485,4202.485,4201.215,4201.255,0
2025-12-10 03:13:00+00:00,4201.225,4202.705,4201.205,4202.585,0
2025-12-10 03:14:00+00:00,4202.615,4202.995,4202.255,4202.255,0
2025-12-10 03:15:00+00:00,4202.165,4203.345,4201.945,4202.945,0
2025-12-10 03:16:00+00:00,4202.925,4203.335,4202.465,4202.595,0
2025-12-10 03:17:00+00:00,4202.615,4203.395,4202.345,4203.225,0
2025-12-10 03:18:00+00:00,4203.285,4203.875,4202.645,4203.435,0
2025-12-10 03:19:00+00:00,4203.435,4204.895,4203.435,4204.775,0
2025-12-10 03:20:00+00:00,4204.775,4205.385,4204.058,4204.585,0
2025-12-10 03:21:00+00:00,4204.635,4205.265,4203.625,4205.265,0
2025-12-10 03:22:00+00:00,4205.535,4206.005,4205.155,4205.558,0
2025-12-10 03:23:00+00:00,4205.558,4205.895,4205.125,4205.298,0
2025-12-10 03:24:00+00:00,4205.225,4206.435,4204.485,4204.655,0
2025-12-10 03:25:00+00:00,4204.685,4205.135,4204.335,4204.755,0
2025-12-10 03:26:00+00:00,4204.685,4204.715,4203.745,4203.945,0
2025-12-10 03:27:00+00:00,4203.998,4204.735,4203.998,4204.085,0
2025-12-10 03:28:00+00:00,4204.085,4204.515,4203.625,4203.695,0
2025-12-10 03:29:00+00:00,4203.875,4204.175,4203.625,4203.765,0
2025-12-10 03:30:00+00:00,4203.865,4203.865,4202.935,4203.375,0
2025-12-10 03:31:00+00:00,4203.385,4203.535,4202.975,4203.155,0
2025-12-10 03:32:00+00:00,4203.215,4203.725,4202.705,4202.935,0
2025-12-10 03:33:00+00:00,4202.915,4202.915,4201.775,4201.885,0
2025-12-10 03:34:00+00:00,4201.855,4202.675,4201.485,4202.675,0
2025-12-10 03:35:00+00:00,4202.685,4203.155,4202.015,4203.065,0
2025-12-10 03:36:00+00:00,4203.035,4203.635,4202.665,4202.915,0
2025-12-10 03:37:00+00:00,4202.895,4202.895,4202.125,4202.425,0
2025-12-10 03:38:00+00:00,4202.405,4202.435,4201.205,4201.325,0
2025-12-10 03:39:00+00:00,4201.295,4201.795,4200.725,4201.575,0
2025-12-10 03:40:00+00:00,4201.595,4202.075,4200.945,4202.015,0
2025-12-10 03:41:00+00:00,4201.825,4202.055,4201.465,4201.975,0
2025-12-10 03:42:00+00:00,4201.955,4201.995,4200.315,4200.545,0
2025-12-10 03:43:00+00:00,4200.485,4201.615,4200.285,4200.285,0
2025-12-10 03:44:00+00:00,4200.265,4200.315,4198.635,4199.615,0
2025-12-10 03:45:00+00:00,4199.625,4199.825,4198.575,4198.865,0
